"Dates","AAPL","AMZN","ABT","ADBE","AMGN","AEP","AFL","AIG","ALL","APD","ADM","AKAM"
"07-12-2017",169.32,1159.79,54.69,174.61,173.96,76.61,43.97,59.55,102.11,160.98,41.31,56.44
"08-12-2017",169.37,1162,54.64,173.57,175.41,76.93,44.08,59.51,102.5,160.92,41.51,56.5
"11-12-2017",172.67,1168.92,54.94,174.31,176.83,77.08,44.24,59.79,102.37,163.12,41.9,56.55
"12-12-2017",171.7,1165.08,55.7,172.54,176.26,76.02,44.38,59.93,103.54,162.89,41.77,57.02
"13-12-2017",172.27,1164.13,55.06,176.83,177.38,76.51,44.245,58.97,103.32,162.49,40.05,56.66
"14-12-2017",172.22,1174.26,54.73,175,174.92,76.29,44.21,58.11,102.65,160.53,39.57,56.76
"15-12-2017",173.97,1179.14,55.5,177.51,177.04,76.54,44.63,59.39,103.97,160.42,40.56,57.76
"18-12-2017",176.42,1190.58,56.4,176.74,176.14,75.5,44.145,59.58,104.16,162.14,40.22,65.67
"19-12-2017",174.54,1187.38,56.8,174.97,176.87,74.51,43.99,59.78,104.38,162.52,40.13,66.82
"20-12-2017",174.35,1177.62,57.02,174.25,177.11,74.5,43.68,60,104.42,162.83,39.87,66.63
"21-12-2017",175.01,1174.76,56.93,174.56,176.68,73.74,43.555,60.08,104.21,163.16,40.09,65.84
"22-12-2017",175.01,1168.36,56.93,175,176.42,73.65,43.605,59.31,104.11,163.42,40.19,65.45
"25-12-2017",175.01,1168.36,56.93,175,176.42,73.65,43.605,59.31,104.11,163.42,40.19,65.45
"26-12-2017",170.57,1176.76,57,174.44,176.09,72.99,43.82,59.43,104.34,163,40.26,65.42
"27-12-2017",170.6,1182.26,57.47,175.36,176.21,73.24,43.855,59.54,104.6,163.67,40.24,65.19
"28-12-2017",171.08,1186.1,57.46,175.55,175.25,73.65,44.115,60,104.91,164.62,40.27,65.43
"29-12-2017",169.23,1169.47,57.07,175.24,173.9,73.57,43.89,59.58,104.71,164.08,40.08,65.04
"01-01-2018",169.23,1169.47,57.07,175.24,173.9,73.57,43.89,59.58,104.71,164.08,40.08,65.04
"02-01-2018",172.26,1189.01,58.79,177.7,177,72.41,43.985,59.5,101.92,165.51,40.09,65.56
"03-01-2018",172.23,1204.2,58.92,181.04,180.34,71.8,44.115,60.16,101.98,166.41,39.78,65.94
"04-01-2018",173.03,1209.59,58.82,183.22,179.58,70.95,44.57,60.4,100.8,167.05,40.45,65.6
"05-01-2018",175,1229.14,58.99,185.34,180.65,70.8,44.865,60.65,101.87,168.45,40.18,65.83
"08-01-2018",174.35,1246.87,58.82,185.04,180.6,71.42,44.98,60.25,101.39,168.63,40.09,65.88
"09-01-2018",174.33,1252.7,58.92,186.7,183.38,70.58,45,60.63,100.94,169.06,40.22,67.49
"10-01-2018",174.29,1254.33,58.83,187.11,182.86,69.5,45.37,61,100.43,168.35,39.91,66.33
"11-01-2018",175.28,1276.68,58.95,188.92,181.96,68.73,45.845,61.15,100.78,169.97,40.56,65.21
"12-01-2018",177.09,1305.2,58.84,195.05,185.04,67.46,42.47,60.97,102.11,170.15,40.5,65.52
"15-01-2018",177.09,1305.2,58.84,195.05,185.04,67.46,42.47,60.97,102.11,170.15,40.5,65.52
"16-01-2018",176.19,1304.86,58.44,192.46,185.54,67.5,43.195,61.06,102.13,166.75,40.78,64.5
"17-01-2018",179.1,1295,58.99,196.49,188.01,68.25,43.91,61.42,103.94,168.56,40.91,65.4
"18-01-2018",179.26,1293.32,59.07,196.2,187.59,67.8,43.22,61.53,104,166.9,40.48,65.08
"19-01-2018",178.46,1294.58,59.31,195.73,189.28,67.76,43.41,61.55,103.7,167.8,40.96,65.63
"22-01-2018",177,1327.31,59.57,197.84,192.33,68.13,43.845,61,104.43,168.6,42.75,65.65
"23-01-2018",177.04,1362.54,59.23,200.09,191.99,68.77,44.04,62.34,101.25,169.6,42.61,66
"24-01-2018",174.22,1357.51,61.72,197.78,190.63,68.48,44.215,64.32,99.87,170.81,42.84,66.02
"25-01-2018",171.11,1377.95,63.22,197.51,190.08,69.7,44.71,64.8,100.73,174,42.89,66.87
"26-01-2018",171.51,1402.05,63.42,201.3,196.01,68.75,45.495,64.68,100.53,169.85,43.59,67.62
"29-01-2018",167.96,1417.68,63.31,198.23,198,67.9,44.775,64.26,98.04,166.67,43.11,67.25
"30-01-2018",166.97,1437.82,62.44,196.9,191.27,68.35,44.285,63.35,98.45,168.3,42.48,66.56
"31-01-2018",167.43,1450.89,62.16,199.76,186.05,68.78,44.1,63.92,98.77,168.37,42.95,66.99
"01-02-2018",167.78,1390,62.18,199.38,185.56,67.84,44.845,64.17,98.72,166.79,42.46,67.56
"02-02-2018",160.5,1429.95,61.69,195.64,187.01,67.75,44.475,63.04,97.94,162.84,41.43,65.72
"05-02-2018",156.49,1390,58.73,190.27,174.75,66.48,43.105,60.63,95.02,156.33,40.6,62.81
"06-02-2018",163.03,1442.84,58.86,194.47,176.65,64.91,42.81,60.26,96.6,160.22,42,63.67
"07-02-2018",159.54,1416.78,58.67,192.34,177.47,64.45,42.8,60.47,96.87,158.21,42.19,64.48
"08-02-2018",155.15,1350.5,56.27,185.16,173.12,63.38,41.625,58.28,90.06,152.8,41.35,62.49
"09-02-2018",156.41,1339.6,57.17,187.99,173.46,64.72,42.385,60.22,90.89,158.09,41.49,64.13
"12-02-2018",162.71,1386.23,57.41,192.15,174.87,64.8,42.565,59.61,90.73,159.68,41.27,64.93
"13-02-2018",164.34,1414.51,57.64,193.48,175.94,65.58,43.035,59.43,92.13,159.44,41.34,64.49
"14-02-2018",167.37,1451.05,58.28,197.13,179.52,65.3,43.825,59.41,95.03,161.27,41.82,66.87
"15-02-2018",172.99,1461.76,59.5,202.97,183.6,66.68,44.21,59.23,94.52,163.6,43.2,67.4
"16-02-2018",172.43,1448.69,60.17,201.56,183.55,67.26,44.825,59.47,95.04,163.63,43.13,66.89
"19-02-2018",172.43,1448.69,60.17,201.56,183.55,67.26,44.825,59.47,95.04,163.63,43.13,66.89
"20-02-2018",171.85,1468.35,59.12,202.98,182.98,66.37,44.46,60.04,93.65,162.91,42.57,66.77
"21-02-2018",171.07,1482.92,58.99,202.09,182.43,65.58,44.44,60.18,93.41,160.76,42.12,66.32
"22-02-2018",172.5,1485.34,58.99,202.61,182.45,65.68,44.265,59.96,92.8,162.57,41.76,66.25
"23-02-2018",175.5,1500,59.71,209.74,186.67,67.37,44.785,60.07,94.37,164.27,42.57,67.36
"26-02-2018",178.97,1521.95,60.53,212.15,188.5,66.97,45.38,59.01,95.75,165.44,42.17,68.6
"27-02-2018",178.39,1511.98,60.55,208.82,185.79,65.95,44.995,58.23,94.01,163.61,41.64,68.24
"28-02-2018",178.12,1512.45,60.33,209.13,183.77,65.58,44.44,57.34,92.26,160.79,41.52,67.46
"01-03-2018",175,1493.45,58.79,206.03,183.29,65.62,43.83,56.47,92.06,160.83,41.25,67.92
"02-03-2018",176.21,1500.25,59.46,209.79,185.08,65.18,43.755,56.51,91.61,159.77,42.2,69.43
"05-03-2018",176.82,1523.61,60.37,211.16,190.13,66.49,44.125,57.62,92.89,163.28,42.72,69.81
"06-03-2018",176.67,1537.64,60.88,212.01,190.35,65.5,44.39,58.03,93.43,164.2,43.12,69.94
"07-03-2018",175.03,1545,61.29,216.86,187.53,64.92,44.385,57.31,93.39,164.53,43.03,69.99
"08-03-2018",176.94,1551.86,61.87,216.4,187.16,65.3,44.995,56.27,94.33,167.08,43.29,75.08
"09-03-2018",179.98,1578.89,63.6,221.11,191.1,65.65,45.84,56.57,96.03,171.1,43.3,76.07
"12-03-2018",181.72,1598.39,63.62,220.94,189.3,65.87,45.415,56.61,94.85,170.88,44.53,74.97
"13-03-2018",179.97,1588.18,63.2,219.76,189.75,66.04,45.375,55.94,96.41,170.93,44.24,73.3
"14-03-2018",178.44,1591,62.86,218.44,190.57,66.59,45.105,54.93,96.41,168.98,43.77,73.25
"15-03-2018",178.65,1582.32,62.59,218.87,189.75,66.99,45.01,54.66,96.81,169.08,43.26,74.71
"16-03-2018",178.02,1571.68,63.18,225.55,188.24,67.81,45.245,54.3,97.53,169.56,43.5,74.02
"19-03-2018",175.3,1544.93,62.26,222.18,182.55,67.45,44.7,54.45,96.78,166.68,43.06,72.49
"20-03-2018",175.24,1586.51,62.65,229.75,182.03,67.45,45.43,55.63,97.39,165.66,42.97,73.68
"21-03-2018",171.27,1581.86,62.42,226.85,181.59,66.91,45.37,55.84,96.84,166.24,42.62,73.39
"22-03-2018",168.85,1544.92,60.93,220.52,176.08,67.36,44.37,54.81,94.65,161.19,41.94,71.65
"23-03-2018",164.94,1495.56,59.5,215.02,169.43,66.39,43.35,53.41,92.25,158.04,42.05,70.19
"26-03-2018",172.77,1555.86,61.07,228.91,175.19,67.31,44.09,54.21,94.52,160.94,42.83,72.18
"27-03-2018",168.34,1497.05,60.28,213.8,171.15,68.43,43.48,53.78,93.39,158.63,42.87,70.75
"28-03-2018",166.48,1431.42,59.23,212.54,170.46,68.66,43.55,54.52,94.61,158.18,42.8,70.05
"29-03-2018",167.78,1447.34,59.92,216.08,170.48,68.59,43.76,54.42,94.8,159.03,43.37,70.98
"30-03-2018",167.78,1447.34,59.92,216.08,170.48,68.59,43.76,54.42,94.8,159.03,43.37,70.98
"02-04-2018",166.68,1371.99,58.21,212.28,166.05,68.28,42.97,53.12,93.7,156.55,42.27,69.25
"03-04-2018",168.39,1392.05,59,215.93,168.22,68.45,43.69,53.73,95.12,159.28,43.12,70.12
"04-04-2018",171.61,1410.57,59.46,225.05,173.52,68.67,44.24,54.22,96.53,162.13,43.9,70.41
"05-04-2018",172.8,1451.75,59.86,223.54,172,68.94,43.7,54.55,97.13,164.11,44.43,72.29
"06-04-2018",168.38,1405.23,57.57,218.61,168.14,68.53,43.37,53.6,95.9,159.96,44.33,69.34
"09-04-2018",170.05,1406.08,58.22,219.17,169.62,68.71,43.59,53.3,95.78,160.23,44.22,70.46
"10-04-2018",173.25,1436.22,59.14,224.53,173.13,67.87,44.38,53.52,97.12,163.19,44.14,72.49
"11-04-2018",172.44,1427.05,58.45,223.63,172.41,67.79,44.19,53.36,96.2,161.61,44.13,71.59
"12-04-2018",174.14,1448.5,58.83,226.96,171.02,66.64,44.65,53.49,96.75,163.04,45.3,71.92
"13-04-2018",174.73,1430.79,58.49,224.06,171.48,67.34,44.56,53.59,96.36,162.97,45.2,71.43
"16-04-2018",175.82,1441.5,59.27,226.52,171.38,68.27,44.77,54.28,97.53,165.43,45.47,71.64
"17-04-2018",178.24,1503.83,59.8,231.16,174.88,68.86,45.18,54.26,97.75,168.14,45.69,72.49
"18-04-2018",177.84,1527.84,59.52,231.1,175.11,68.73,45.02,54.46,97.79,168.37,45.65,72.85
"19-04-2018",172.8,1556.91,59.88,227.62,172.93,68.52,45.23,55.18,97.98,166.8,45.79,72.46
"20-04-2018",165.72,1527.49,59.19,225.24,171.56,68.46,45.28,55.43,98.31,166.27,45.5,71.3
"23-04-2018",165.24,1517.86,58.84,225.3,174.66,68.44,45.3,55.18,98.61,166.11,45.49,71.67
"24-04-2018",162.94,1460.09,58.31,217.89,171.94,68.88,45.17,55.09,97.39,164,45.16,70.97
"25-04-2018",163.65,1460.17,58.65,217.32,174.83,69.09,45.41,55.4,97.49,165.57,45.84,70.78
"26-04-2018",164.22,1517.96,59.5,221.91,175.37,69.77,45.68,55.54,97.53,166.29,45.85,71.53
"27-04-2018",162.32,1572.62,59.56,221.9,177.46,70.55,45.89,56.25,98.19,165.02,46.05,71.1
"30-04-2018",165.26,1566.13,58.13,221.6,174.48,69.98,45.57,56,97.82,162.29,45.38,71.65
"01-05-2018",169.1,1582.26,58.82,224.08,169.28,69.44,45.4,56.31,98.2,162.49,45.03,70.84
"02-05-2018",176.57,1569.68,57.85,221.1,169.43,69.19,45.05,54.84,94.06,161.69,44.43,71.65
"03-05-2018",176.89,1572.075,57.93,226.05,166.39,69.24,44.45,51.94,94.05,160.43,43.6,71.45
"04-05-2018",183.83,1580.95,58.74,228.51,167.98,69.39,44.81,52.84,94.52,162.76,43.86,72.01
"07-05-2018",185.16,1600.14,59.32,230.99,168.06,68.78,44.59,53.28,95.06,163.45,43.69,73.12
"08-05-2018",186.05,1592.39,58.71,234.56,168.49,67.25,44.82,53.08,95.71,163.51,43.95,73.68
"09-05-2018",187.36,1608,59.4,239.74,169.64,66.27,44.75,52.82,96.41,164.89,43.7,77.3
"10-05-2018",190.04,1609.08,60.56,241.15,170.77,67.02,45.35,52.75,96.1,165.59,43.9,76.36
"11-05-2018",188.59,1602.91,61.26,241.88,173.89,67.16,45.23,52.85,96.38,166.29,43.98,76.3
"14-05-2018",188.15,1601.54,62.02,238.37,175.96,67.11,45.24,52.92,95.46,166.76,44.42,76.69
"15-05-2018",186.44,1576.12,60.54,236.6,172.34,66.81,45.1,53.23,95.86,166.08,44.41,76.29
"16-05-2018",188.18,1587.28,60.77,237.39,173.8,66.15,45.41,53.71,95.62,166.54,44.52,74.59
"17-05-2018",186.99,1581.76,61.06,236.85,174.65,65.22,45.53,54.79,95,166.77,44.91,76.09
"18-05-2018",186.31,1574.37,61.71,238.09,176.3,64.93,45.39,55.15,94.92,168.24,45.02,75.34
"21-05-2018",187.63,1585.46,62.11,238.1,176.47,65.09,45.75,55.29,95.61,169.44,45.17,76.46
"22-05-2018",187.16,1581.4,61.39,238.79,178.36,65.44,45.58,55.12,95.88,167.71,44.91,76.39
"23-05-2018",188.36,1601.86,61.84,243.91,179.94,66.47,45.31,54.14,95.59,166.99,44.8,77.02
"24-05-2018",188.15,1603.07,62.51,245.15,177.96,66.84,45.31,53.71,95.52,166.09,44.81,77.48
"25-05-2018",188.58,1610.15,62.37,243.56,178.24,67.22,45.34,53.3,95.45,165,44.55,76.51
"28-05-2018",188.58,1610.15,62.37,243.56,178.24,67.22,45.34,53.3,95.45,165,44.55,76.51
"29-05-2018",187.9,1612.87,61.3,242.19,177.44,67.62,44.57,52.18,94.24,161.8,43.79,75.82
"30-05-2018",187.5,1624.89,62.07,247.4,180.24,68,45.56,53.07,94.37,163.03,44.28,76.08
"31-05-2018",186.87,1629.62,61.53,249.28,179.62,67.95,45.06,52.79,93.48,161.41,43.72,75.38
"01-06-2018",190.24,1641.54,62.41,251.31,183.57,66.68,45.4,53.29,93.86,163.54,43.82,76
"04-06-2018",191.83,1665.27,63.02,253.34,185.44,66.05,45.43,53.78,94.25,163.53,44.09,77.07
"05-06-2018",193.31,1696.35,63.03,252.7,181.73,65.29,45.45,53.84,93.7,164.87,44.23,78.99
"06-06-2018",193.98,1695.75,63.54,253.95,183.55,63.81,45.7,53.94,93.01,167.73,44.79,78.01
"07-06-2018",193.46,1689.3,63.18,247.51,183.3,64.15,45.68,53.87,93.2,167.72,44.69,78.28
"08-06-2018",191.7,1683.99,63.27,251.21,184.3,64.11,45.89,55.12,93.71,168.51,44.85,78.48
"11-06-2018",191.23,1689.12,63.13,251,184.61,62.93,45.75,55.13,93.62,168.44,45.51,79.26
"12-06-2018",192.28,1698.75,62.92,252.59,185.07,63.57,45.74,54.56,93.5,168,45.1,80.57
"13-06-2018",190.7,1704.86,62.63,256.13,183.68,63.46,45.68,54.7,93.27,166.09,45.28,80.95
"14-06-2018",190.8,1723.86,62.96,258.1,185.79,64.62,45.68,54.8,92.8,165.72,45.24,80.86
"15-06-2018",188.84,1715.97,62.91,251.82,185.01,65.05,45.75,55.21,93.81,164.18,46.03,81.97
"18-06-2018",188.74,1723.79,62.82,255.69,183.95,65.46,45.17,55.55,92.99,163.34,46.19,82.58
"19-06-2018",185.69,1734.78,62.34,251.74,186.19,66.87,45,55.5,93.48,159.55,46.07,81.68
"20-06-2018",186.5,1750.08,62.14,251.24,186.51,66.9,44.72,55.21,92.18,157.58,46.17,82.3
"21-06-2018",185.46,1730.22,61.75,248.83,185.99,67.47,44.43,54.25,92.23,156.47,46,81.69
"22-06-2018",184.92,1715.67,61.94,243.63,185.15,67.35,44.19,54.46,92.24,158.08,46.53,80.32
"25-06-2018",182.17,1663.15,60.77,239.68,185.36,69.03,44.08,54.22,91.63,155.76,46.26,77.65
"26-06-2018",184.43,1691.09,60.81,242.25,184.59,69.3,44,53.64,92.22,155.86,46.23,75.72
"27-06-2018",184.16,1660.51,60.49,237.68,183.53,69.85,43.41,52.88,90.31,155.16,46.27,72.46
"28-06-2018",185.5,1701.45,61.27,239.81,183.34,69.34,43.21,53.23,91.35,156.03,46.19,72.48
"29-06-2018",185.11,1699.8,60.99,243.81,184.59,69.25,43.02,53.02,91.27,155.73,45.83,73.23
"02-07-2018",187.18,1713.78,61,243.26,185.29,70.05,42.89,53.36,91.67,155.49,45.23,74.44
"03-07-2018",183.92,1693.96,60.81,242.01,185.71,70.5,42.9,53.67,91.9,155,45.66,74.23
"04-07-2018",183.92,1693.96,60.81,242.01,185.71,70.5,42.9,53.67,91.9,155,45.66,74.23
"05-07-2018",185.4,1699.73,61.33,244.18,187.36,71.13,43.04,53.92,91.94,155.79,46.34,74.34
"06-07-2018",187.97,1710.63,62.16,248.19,191.01,71.56,42.91,54.37,92.16,156.64,46.71,75.17
"09-07-2018",190.58,1739.02,62.44,249.77,194.17,68.87,43.36,55.56,93.6,157.89,47.27,76.23
"10-07-2018",190.35,1743.07,62.81,248.63,195.69,69.78,43.22,55.46,93.36,159.66,47.94,75.83
"11-07-2018",187.88,1755,62.57,248.12,193.15,70.75,42.49,54.56,92.83,157.41,47.85,76.49
"12-07-2018",191.03,1796.62,62.74,254.87,194.08,70.38,42.48,54.3,92.9,157.92,47.9,77.67
"13-07-2018",191.33,1813.03,63.06,258.59,195.91,70.35,42.6,54.24,92.83,157.33,47.57,77.32
"16-07-2018",190.91,1822.49,61.78,254.68,194.88,70.42,42.78,54.77,93.46,155.55,47.17,77.68
"17-07-2018",191.45,1843.93,62.8,258.31,193.92,70.44,42.94,54.71,94.26,156.2,47.72,78.63
"18-07-2018",190.4,1842.92,64.75,259.78,192.8,70.24,43.26,55.13,95.76,155.94,47.31,78.12
"19-07-2018",191.88,1812.97,63.78,257.68,191.76,70.64,42.89,53.85,93.42,154.4,47.25,78.24
"20-07-2018",191.44,1813.7,63.32,257.54,190.49,70.41,43.06,53.32,93.42,154.35,47.12,78.91
"23-07-2018",191.61,1802,63.2,259.47,189.97,69.44,43.48,53.4,93.19,153.87,47.23,79.75
"24-07-2018",193,1829.24,64.4,257.49,191.4,69.06,43.68,53.7,93.23,155.29,47.3,79.22
"25-07-2018",194.82,1863.61,65.23,263.17,193.04,69.38,43.78,53.57,93.75,157.3,47.24,80.13
"26-07-2018",194.21,1808,65.66,261.93,194.05,71.04,44.41,54.25,94.76,161.55,47.71,80.73
"27-07-2018",190.98,1817.27,65.26,254.81,192.44,71.14,46.31,54.36,94.64,161.24,47.61,79.64
"30-07-2018",189.91,1779.22,65.17,242.32,190.63,70.4,46.33,54.94,94.59,161.23,47.35,75.29
"31-07-2018",190.29,1777.44,65.54,244.68,196.55,71.14,46.54,55.21,95.12,164.17,48.26,75.26
"01-08-2018",201.5,1797.17,64.78,248.01,195.84,70.3,46.73,54.99,94.65,162.04,48.11,71.63
"02-08-2018",207.39,1834.33,64.58,252.22,196.38,70.49,46.36,55.16,97.54,159.99,49.34,74.28
"03-08-2018",207.99,1823.29,65.23,253.28,197.99,71.18,46.59,53.65,98.05,159.96,49.95,74.61
"06-08-2018",209.07,1847.75,65.24,254.11,197.61,71.27,46.64,53.42,98.4,160.96,50.06,75.32
"07-08-2018",207.11,1862.48,64.74,253.39,200.4,71.24,46.7,52.99,98.77,160.92,50.25,75.67
"08-08-2018",207.25,1886.52,64.84,253.83,196.2,70.93,46.87,52.44,99.21,160.65,49.97,76.62
"09-08-2018",208.88,1898.52,64.64,253.8,193.97,70.98,46.76,52,99.48,160.48,50.24,76.84
"10-08-2018",207.53,1886.3,64.03,253.7,194.42,70.85,46.48,52.22,98.63,157.87,49.87,74.66
"13-08-2018",208.87,1896.2,63.43,253.54,195.61,70.94,46.3,52.1,98.16,162.44,49.32,72
"14-08-2018",209.75,1919.65,63.63,256.05,195.76,71.02,46.51,52.33,98.38,164.33,49.94,72.2
"15-08-2018",210.24,1882.62,63.47,250.52,195.26,71.77,46.29,52.1,98.84,164.21,49.44,71.69
"16-08-2018",213.32,1886.52,64.16,248.89,196.44,72.34,46.5,52.46,99.89,164.72,50.15,71.39
"17-08-2018",217.58,1882.22,64.72,245.7,197.42,72.5,46.76,52.58,100.02,166.61,50.55,71.44
"20-08-2018",215.46,1876.71,64.64,249.76,197.56,72.18,46.78,53.16,100.44,166.99,50.77,72.51
"21-08-2018",215.04,1883.42,64.75,251.5,197.31,71.65,46.92,53.8,101.44,166.1,50.74,72.78
"22-08-2018",215.05,1904.9,65.67,255.54,197.84,70.74,46.6,53.13,99.51,164.36,50.5,73.11
"23-08-2018",215.49,1902.9,65.83,257,196.6,71.36,46.39,52.61,99.15,164.42,50.51,73.07
"24-08-2018",216.16,1905.39,66.1,261.51,196.64,71.55,46.67,53.31,99.53,165.97,50.7,73.4
"27-08-2018",217.94,1927.68,66.84,262.4,198.6,71.16,46.97,54.22,100.42,167.29,50.78,74.51
"28-08-2018",219.7,1932.82,66.79,263.04,198.62,71.11,46.78,54.04,100.38,167.01,50.45,74.45
"29-08-2018",222.98,1998.1,67.13,268.36,199.75,71.7,46.94,53.9,100.58,168.29,50.4,75.23
"30-08-2018",225.03,2002.38,67.02,266.43,200.35,71.81,46.51,53.64,100.03,166.73,50.38,74.71
"31-08-2018",227.63,2012.71,66.84,263.51,199.81,71.73,46.24,53.17,100.57,166.29,50.4,75.14
"03-09-2018",227.63,2012.71,66.84,263.51,199.81,71.73,46.24,53.17,100.57,166.29,50.4,75.14
"04-09-2018",228.36,2039.51,67.11,266.68,196.73,72.26,46.57,53.37,100.95,164.34,50.08,74.74
"05-09-2018",226.87,1994.82,66,256.14,197.75,73.24,47.08,53.82,101.4,165.39,49.83,73.69
"06-09-2018",223.1,1958.31,65.83,259.75,196.15,73.33,46.89,53.9,101.1,166.06,49.41,74.28
"07-09-2018",221.3,1952.07,66.21,260.87,196.3,72.68,46.82,53.67,100.03,164.85,49.31,74.51
"10-09-2018",218.33,1939.01,66.55,265.37,202.5,73.4,46.77,52.72,97.85,166.06,49.7,76.75
"11-09-2018",223.85,1987.15,66.6,267,199.47,72.98,46.63,52.37,98.16,166.64,49.75,76.9
"12-09-2018",221.07,1990,66.97,267.79,199.5,72.51,46.31,52.32,97.58,166.24,49.89,76.01
"13-09-2018",226.41,1989.87,68.5,268.52,202.93,72.97,46.7,52.67,99.05,167.63,50,76.16
"14-09-2018",223.84,1970.19,68.42,274.69,200.58,72.6,47.21,53.25,99.99,168.61,50.04,75.8
"17-09-2018",217.88,1908.03,67.67,268.25,200.81,72.8,47.05,53.3,100.33,168.75,49.78,74.28
"18-09-2018",218.24,1941.05,68.41,270.79,202.34,72.43,47.26,53.95,101.15,168.69,49.62,74.33
"19-09-2018",218.37,1926.42,68.5,264.88,203.2,70.98,47.68,53.89,101.7,169.17,49.94,73.74
"20-09-2018",220.03,1944.3,68.79,266.34,205.1,71.08,47.89,54.32,102.03,170.42,50.33,74.17
"21-09-2018",217.66,1915.01,69.05,260.88,205.1,71.4,48.04,54.67,101.82,170.61,50.32,73.5
"24-09-2018",220.79,1934.36,71.44,264.09,207.21,70.64,47.7,54.65,100.38,169.85,49.62,72.87
"25-09-2018",222.19,1974.55,72.2,267.84,206.46,69.81,47.7,54.41,99.8,168.84,49.64,72.83
"26-09-2018",220.42,1974.85,72.84,268.47,206.83,68.97,47.04,54.05,98.85,167.8,49.35,72.51
"27-09-2018",224.95,2012.98,73.02,269.91,208.89,69.76,47.05,53.39,98.15,168.52,49.45,72.41
"28-09-2018",225.74,2003,73.36,269.95,207.29,70.88,47.07,53.24,98.7,167.05,50.27,73.15
"01-10-2018",227.26,2004.36,74.12,275.49,206.91,70.9,47.16,53.08,98.53,169.43,50.11,71.53
"02-10-2018",229.28,1971.31,73.81,272,207.67,71.35,47.09,53.12,98.85,170.22,50.41,69.41
"03-10-2018",232.07,1952.76,72.04,270.51,206.9,70.22,46.87,53.27,98.82,169.73,50.45,69.79
"04-10-2018",227.99,1909.42,71.82,263.71,203.47,70.56,46.6,53.9,99.44,169.7,50.46,66.32
"05-10-2018",224.29,1889.65,71.58,263.22,204.02,71.87,46.5,53.6,99.59,168.88,51.07,66.24
"08-10-2018",223.77,1864.42,71.44,254.69,205.57,72.85,47.13,54.05,100.09,169.28,51.79,65.38
"09-10-2018",226.87,1870.32,71.29,254.16,206,73.05,47.41,53.82,100.46,164.32,51.45,64.93
"10-10-2018",216.36,1755.25,68.92,237.91,201.2,72.7,46.33,52.39,96.87,160.6,50.14,62.5
"11-10-2018",214.45,1719.36,68.38,238.59,193.85,71.22,44.49,50.14,93.17,157.09,48.67,61.34
"12-10-2018",222.11,1788.61,69.33,248.87,197.39,70.9,44.05,49.77,93.16,158.27,48.83,63
"15-10-2018",217.36,1760.95,68.7,238.01,195.59,71.02,43.82,49.05,92.79,156.7,49.04,63.3
"16-10-2018",222.15,1819.96,70.95,260.67,202.34,71.7,44.18,49.3,95.14,159.69,49.3,65.2
"17-10-2018",221.19,1831.73,70.23,258.91,202.77,71.72,44.72,49.62,95.75,159.48,49.03,65.69
"18-10-2018",216.02,1770.72,68.14,250.35,202.72,71.68,44.2,48.61,96.61,156.69,49.21,64.5
"19-10-2018",219.31,1764.03,67.59,245.03,201.8,73.26,44.47,47.2,97.32,155.4,49.54,64.24
"22-10-2018",220.65,1789.3,68.52,251.06,198.02,73.15,44.28,44.96,96.74,153.3,48.91,65.18
"23-10-2018",222.73,1768.7,68.57,251.76,197.64,73.44,44.26,44.18,96.07,152.04,49.06,64.22
"24-10-2018",215.09,1664.2,66.94,238.44,187.88,75.56,42.7,42.23,92.09,148.91,47.75,62.28
"25-10-2018",219.8,1782.17,67.67,252.92,188.1,73.54,42.19,42.38,92.85,151.48,47.9,63.29
"26-10-2018",216.3,1642.81,66.99,245.8,185.98,72.74,41.7,40.92,92.33,149.43,46.46,61.97
"29-10-2018",212.24,1538.88,67.31,239.75,188.19,74.04,42.28,39.91,93.54,150.96,47.01,62.05
"30-10-2018",213.3,1530.42,68,238.41,189.08,74.29,43.14,40.96,95.49,153.78,48,72.55
"31-10-2018",218.86,1598.01,68.94,245.76,192.79,73.36,43.07,41.29,95.72,154.35,47.25,72.25
"01-11-2018",222.22,1665.53,70.15,245.28,192.9,72.97,42.87,43.12,89.97,155.37,48.72,72.29
"02-11-2018",207.48,1665.53,70.19,239.64,187.06,72.69,42.9,43.28,89.55,155.84,48,71.76
"05-11-2018",201.59,1627.8,70.39,239.89,189.92,73.5,43.71,44.13,90.39,157.37,48.1,68.95
"06-11-2018",203.77,1642.81,70.96,240.56,190.75,74.45,43.99,44.9,91.03,158.09,47.33,69.83
"07-11-2018",209.95,1755.49,72.5,253.43,197.62,75.13,45.06,44.43,92.52,160.98,48.3,71.55
"08-11-2018",208.49,1754.91,72.96,249.96,196.02,74.17,45.21,44.25,93.7,161.25,48.57,72.18
"09-11-2018",204.47,1712.43,72.79,244.84,193.16,75.32,45.04,43.82,93.72,159.9,48.26,70.94
"12-11-2018",194.17,1636.85,70.56,236.67,191.56,76.2,44.44,42.47,91.56,157.49,47.94,69.08
"13-11-2018",192.23,1631.17,69.49,238.74,191.55,76.43,44.37,42.16,91.38,158.05,48.02,69.19
"14-11-2018",186.8,1599.01,69.41,235.22,190.36,76.13,43.95,41.94,88.64,157.21,46.6,68.41
"15-11-2018",191.41,1619.44,70.73,239.95,192.45,76.79,44.27,42.69,89.29,160.64,46.13,69.46
